Código UFCD;UFCD;Carga Horária UFCD;Componente;Código Área de Formação;Designação Área de Formação;Código Qualificação;Qualificação;Nível QNQ;Nível QEQ
8002;Comércio e organização empresarial;25;Formação Geral e Científica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8003;Marketing internacional e estudos de mercado;50;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8004;Sistemas de informação de suporte à gestão das operações de comércio internacional;25;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8005;Relações comerciais - prospeção;50;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8006;Relações comerciais - propostas e instrumentos de gestão e monitorização da atividade comercial;25;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8007;Negociação e venda em contexto internacional;50;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8008;Gestão das importações e aprovisionamentos;50;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8009;Aprovisionamentos - novas tecnologias e instrumentos de gestão das compras;25;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8010;Comércio internacional - enquadramento;50;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8011;Comércio internacional - operações financeiras e sistemas de seguros;50;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8012;Comércio internacional - fiscalidade e gestão dos riscos;50;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8013;Comércio internacional - incoterms;25;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8014;Língua espanhola – atividade empresarial;50;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8015;Língua espanhola – atividade comercial e comércio internacional;50;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8016;Língua inglesa – atividade empresarial;50;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8017;Língua inglesa - atividade comercial e comércio internacional;50;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8018;Gestão e comunicação intercultural;50;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8019;Direito internacional;50;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8020;Economia internacional;25;Tecnológica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
8047;Eficiência energética - generalidades;25;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8047;Eficiência energética - generalidades;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8047;Eficiência energética - generalidades;25;Tecnológica;522;Eletricidade e Energia;522382;Técnico/a Supervisor/a de Redes e Aparelhos a Gás;4;4
8048;Redes aéreas AT e MT - caraterização;25;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8048;Redes aéreas AT e MT - caraterização;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8049;Redes aéreas AT e MT - montagem;25;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8050;Redes subterrâneas AT e MT - caraterização;25;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8050;Redes subterrâneas AT e MT - caraterização;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8051;Redes subterrâneas AT e MT - montagem;25;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8052;Redes aéreas/subterrâneas BT e IP - caraterização;50;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8052;Redes aéreas/subterrâneas BT e IP - caraterização;50;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8053;Redes aéreas/subterrâneas BT e IP - montagem;50;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8054;Postos de transformação de energia elétrica - montagem e conservação;25;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8055;Ligação de meios auxiliares;25;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8055;Ligação de meios auxiliares;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8056;Manutenção e reparação de avarias AT e MT;25;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8057;Manutenção e reparação de avarias em redes BT e IP;25;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8058;Contagens BTN;25;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8058;Contagens BTN;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8059;Trabalhos em tensão;25;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8059;Trabalhos em tensão;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8060;Ligações à terra;25;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8060;Ligações à terra;25;Tecnológica;522;Eletricidade e Energia;522382;Técnico/a Supervisor/a de Redes e Aparelhos a Gás;4;4
8061;Croquis/plantas e noções de topografia;25;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8062;Trabalhos de construção civil;25;Tecnológica;522;Eletricidade e Energia;522308;Eletricista de Redes;2;2
8062;Trabalhos de construção civil;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8063;Transformadores e geradores nas redes elétricas;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8064;Energias renováveis;25;Tecnológica;522;Eletricidade e Energia;522238;Técnico/a de Instalações Elétricas;4;4
8064;Energias renováveis;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8065;Sistema Elétrico Nacional - conceitos;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8066;Rede de distribuição - ligações e modificações;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8067;Redes aéreas AT e MT - instalação;50;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8068;Redes subterrâneas AT e MT - instalação;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8069;Redes aéreas/subterrâneas BT e IP - instalação;50;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8070;Postos de transformação - caraterização e instalação;50;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8071;Projetos, perfis, plantas e esquemáticos;50;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8072;Redes AT e MT - gestão de ativos;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8073;Postos de transformação - gestão de ativos;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8074;Redes BT e IP – gestão de ativos;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8075;Manobras e consignações;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8076;Contagens BTE;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8077;Sistemas de proteção nas redes elétricas;50;Tecnológica;522;Eletricidade e Energia;522231;Técnico/a Especialista em Gestão e Controlo de Energia;5;5
8077;Sistemas de proteção nas redes elétricas;50;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8077;Sistemas de proteção nas redes elétricas;50;Tecnológica;811;Hotelaria e Restauração;811378;Técnico/a de Manutenção - Hotelaria;4;4
8078;Redes inteligentes;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8079;Sistemas de informação de apoio à gestão;25;Tecnológica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
8080;Tecnologia da soldadura - fundamentos;25;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8080;Tecnologia da soldadura - fundamentos;25;Tecnológica;521;Metalurgia e Metalomecânica;521323;Técnico/a de Soldadura;4;4
8081;Tecnologia da soldadura – complementos;50;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8081;Tecnologia da soldadura – complementos;50;Tecnológica;521;Metalurgia e Metalomecânica;521323;Técnico/a de Soldadura;4;4
8082;Tecnologia de Soldadura – Processos;25;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8082;Tecnologia de Soldadura – Processos;25;Tecnológica;521;Metalurgia e Metalomecânica;521323;Técnico/a de Soldadura;4;4
8083;Desenho de construções soldadas – leitura e interpretação;25;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8083;Desenho de construções soldadas – leitura e interpretação;25;Tecnológica;521;Metalurgia e Metalomecânica;521323;Técnico/a de Soldadura;4;4
8084;Soldadura SER - ângulo em chapa nas posições PA, PB e PF;50;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8084;Soldadura SER - ângulo em chapa nas posições PA, PB e PF;50;Tecnológica;521;Metalurgia e Metalomecânica;521329;Técnico/a de Fabrico de Componentes de Construção Metálica;4;4
8085;Soldadura SER - ângulo em chapa nas posições PB e PG;50;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8086;Soldadura SER - ângulo em chapa na posição PD e ângulo em chapa/tubo nas posições PB, PD e  PH;50;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8086;Soldadura SER - ângulo em chapa na posição PD e ângulo em chapa/tubo nas posições PB, PD e  PH;50;Tecnológica;521;Metalurgia e Metalomecânica;521329;Técnico/a de Fabrico de Componentes de Construção Metálica;4;4
8087;Soldadura MAG/FF - ângulo em chapa nas posições PA, PB, PF e PG;50;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8088;Soldadura MAG/FF - ângulo em chapa nas posições PB, PG, PF e PD;50;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8088;Soldadura MAG/FF - ângulo em chapa nas posições PB, PG, PF e PD;50;Tecnológica;521;Metalurgia e Metalomecânica;521329;Técnico/a de Fabrico de Componentes de Construção Metálica;4;4
8089;Soldadura MAG/FF - ângulo em chapa nas posições PB e PH;50;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8089;Soldadura MAG/FF - ângulo em chapa nas posições PB e PH;50;Tecnológica;521;Metalurgia e Metalomecânica;521329;Técnico/a de Fabrico de Componentes de Construção Metálica;4;4
8090;Soldadura MAG/FF - ângulo em chapa/tubo na posição PD;50;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8091;Soldadura TIG – ângulo em chapa nas posições PA, PB, PC e PF;50;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8091;Soldadura TIG – ângulo em chapa nas posições PA, PB, PC e PF;50;Tecnológica;521;Metalurgia e Metalomecânica;521329;Técnico/a de Fabrico de Componentes de Construção Metálica;4;4
8092;Soldadura TIG – ângulo em chapa posição PD e chapa/tubo nas posições PB, PD e PH;50;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8092;Soldadura TIG – ângulo em chapa posição PD e chapa/tubo nas posições PB, PD e PH;50;Tecnológica;521;Metalurgia e Metalomecânica;521329;Técnico/a de Fabrico de Componentes de Construção Metálica;4;4
8093;Tecnologia de Soldadura – aço inoxidável e ligas de alumínio;25;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8093;Tecnologia de Soldadura – aço inoxidável e ligas de alumínio;25;Tecnológica;521;Metalurgia e Metalomecânica;521323;Técnico/a de Soldadura;4;4
8094;Desenho de construções metálicas – leitura e interpretação de  (isometrias);25;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8094;Desenho de construções metálicas – leitura e interpretação de  (isometrias);25;Tecnológica;521;Metalurgia e Metalomecânica;521323;Técnico/a de Soldadura;4;4
8095;Soldadura MIG Al - ângulo em chapa nas posições PA, PB e PG;25;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8095;Soldadura MIG Al - ângulo em chapa nas posições PA, PB e PG;25;Tecnológica;521;Metalurgia e Metalomecânica;521323;Técnico/a de Soldadura;4;4
8096;Soldadura MIG Al - ângulo em chapa nas posições PG, PB e PF;50;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8096;Soldadura MIG Al - ângulo em chapa nas posições PG, PB e PF;50;Tecnológica;521;Metalurgia e Metalomecânica;521323;Técnico/a de Soldadura;4;4
8097;Soldadura MIG Al - ângulo em chapa na posição PD e ângulo chapa/tubo na posição PB;25;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8097;Soldadura MIG Al - ângulo em chapa na posição PD e ângulo chapa/tubo na posição PB;25;Tecnológica;521;Metalurgia e Metalomecânica;521323;Técnico/a de Soldadura;4;4
8098;Soldadura MIG Al - ângulo em chapa/tubo nas posições PH e PD;50;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
8098;Soldadura MIG Al - ângulo em chapa/tubo nas posições PH e PD;50;Tecnológica;521;Metalurgia e Metalomecânica;521323;Técnico/a de Soldadura;4;4
